year,category,nominee,artist,workers,winner
1969,Best Contemporary Instrumental Performance,Variations On A Theme By Eric Satie,"Blood, Sweat And Tears",N/A,1
1969,Best Contemporary Song,Games People Play,(Joe South),"Joe South, songwriter",1
1969,"Best R&B Vocal Performance, Female",Share Your Love With Me,Aretha Franklin,N/A,1
1969,"Best R&B Vocal Performance, Male",The Chokin' Kind,Joe Simon,N/A,1
1969,Best R&B Vocal Performance By A Duo Or Group,It's Your Thing,Isley Brothers,N/A,1
1969,Best R&B Instrumental Performance,Games People Play,King Curtis,N/A,1
1969,Best Rhythm & Blues Song,Color Him Father,N/A,"Richard Spencer, songwriter (The Winstons)",1
1969,Best Soul Gospel Performance,Oh Happy Day,Edwin Hawkins Singers,N/A,1
1969,"Best Country Vocal Performance, Female",Stand By Your Man,Tammy Wynette,N/A,1
1969,"Best Country Vocal Performance, Male",A Boy Named Sue,Johnny Cash,N/A,1
1969,Best Country Performance By A Duo Or Group With Vocal,MacArthur Park,Waylon Jennings & The Kimberlys,N/A,1
1969,Best Country Instrumental Performance,The Nashville Brass Featuring Danny Davis Play More Nashville Sounds,Nashville Brass With Danny Davis,N/A,1
1969,Best Country Song,A Boy Named Sue,N/A,"Shel Silverstein, songwriter (Johnny Cash)",1
1969,Best Sacred Performance (Non-Classical),Ain't That Beautiful Singing,Jake Hess,N/A,1
1969,Best Gospel Performance,In Gospel Country,Porter Wagoner & The Blackwood Brothers,N/A,1
1969,Best Folk Performance,Clouds,Joni Mitchell,N/A,1
1969,Best Instrumental Theme,Midnight Cowboy,N/A,"John Barry, composer (John Barry)",1
1969,Best Original Score Written For A Motion Picture Or A Television Special,Butch Cassidy And The Sundance Kid,N/A,"Burt Bacharach, composer (Burt Bacharach)",1
1969,Best Score From An Original Cast Show Album,"Promises, Promises",N/A,"Burt Bacharach & Hal David, composers; Henry Jerome & Phil Ramone, producers (Jerry Orbach, Jill O'Hara, Edward Winter, Donna McKecknie, A .L. Hines, Marian Mercer, Paul Reed)",1
1969,Best Recording For Children,"Peter, Paul And Mommy","Peter, Paul And Mary",N/A,1
1969,Best Comedy Recording,Bill Cosby,Bill Cosby,N/A,1
1969,Best Spoken Word Recording,We Love You Call Collect,Art Linkletter & Diane Linkletter,N/A,1
1969,"Best Instrumental Jazz Performance, Small Group Or Soloist With Small Group",Willow Weep For Me,Wes Montgomery,N/A,1
1969,"Best Instrumental Jazz Performance, Large Group Or Soloist With Large Group",Walking In Space,Quincy Jones,N/A,1
1969,"Album Of The Year, Classical",Switched-On-Bach,N/A,"Walter Carlos, artist; Rachel Elkind, producer",1
1969,"Best Classical Performance, Orchestra","Boulez Conducts Debussy, Vol. 2 ""Images Pour Orchestre""",N/A,(Cleveland Orchestra),1
1969,Best Chamber Music Performance,Gabrieli: Antiphonal Music Of Gabrieli,N/A,"Chicago Brass Ensemble, Cleveland Brass Ensemble & Philadelphia Brass Ensemble, artists",1
1969,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Switched-On-Bach,N/A,N/A,1
1969,Best Opera Recording,Wagner: Siegfried,N/A,"Herbert von Karajan; Otto Gerdes, producer (Berlin Philharmonic Orchestra)",1
1969,"Best Choral Performance, Classical (Other Than Opera)",Berio: Sinfonia,N/A,(Swingle Singers; New York Philharmonic),1
1969,"Best Vocal Soloist Performance, Classical",Barber: Two Scenes From Antony And Cleopatra/Knoxville: Summer Of 1915,N/A,(New Philharmonia),1
1969,"Best Engineered Recording, Classical",Switched-on Bach,N/A,"Walter Carlos, engineer (Walter Carlos)",1
1968,Record Of The Year,Mrs. Robinson,Simon And Garfunkel,"Roy Halee & Simon And Garfunkel (Art Garfunkel & Paul Simon), producers",1
1968,Album Of The Year,By The Time I Get To Phoenix,Glen Campbell,"Al De Lory, producer",1
1968,Song Of The Year,Little Green Apples,N/A,"Bobby Russell, songwriter (Roger Miller AND ALSO O.C. Smith)",1
1968,Best New Artist Of The Year,Jose Feliciano,N/A,N/A,1
1968,Best Instrumental Arrangement,Classical Gas,N/A,"Mike Post, arranger (Mason Williams)",1
1968,Best Arrangement Accompanying Vocalist(S),Mac Arthur Park,N/A,"Jimmy L. Webb, arranger (Richard Harris)",1
1968,Best Engineered Recording (Non-Classical),Wichita Lineman,N/A,"Hugh Davies & Joe Polito, engineers (Glen Campbell)",1
1968,Best Album Cover,Underground,N/A,"Horn Grinner Studios, photographer; John Berg & Richard Mantel, art directors (Thelonious Monk)",1
1968,Best Album Notes,Johnny Cash At Folsom Prison,N/A,"Johnny Cash, album notes writer (Johnny Cash)",1
1968,"Best Contemporary Pop Vocal Performance, Female",Do You Know The Way To San Jose?,Dionne Warwick,N/A,1
1968,"Best Contemporary Pop Vocal Performance, Male",Light My Fire,Jose Feliciano,N/A,1
1968,Best Contemporary Pop Performance - Vocal Duo Or Group,Mrs. Robinson,Simon And Garfunkel,N/A,1
1968,"Best Contemporary Pop Performance, Chorus",Mission Impossible/Norwegian Wood Medley,Alan Copeland Singers,N/A,1
1968,"Best Contemporary Pop Performance, Instrumental",Classical Gas,Mason Williams,N/A,1
1968,"Best Rhythm & Blues Vocal Performance, Female",Chain Of Fools,Aretha Franklin,N/A,1
1968,"Best Rhythm & Blues Vocal Performance, Male",(Sittin' On) The Dock Of The Bay,Otis Redding,N/A,1
1968,"Best Rhythm & Blues Performance By A Duo Or Group, Vocal Or Instrumental",Cloud Nine,The Temptations,N/A,1
1968,Best Rhythm & Blues Song,(Sittin' On) The Dock Of The Bay,N/A,"Steve Cropper & Otis Redding, songwriters (Otis Redding)",1
1968,"Best Country Vocal Performance, Female",Harper Valley P.T.A.,Jeannie C. Riley,N/A,1
1968,"Best Country Vocal Performance, Male",Folsom Prison Blues,Johnny Cash,N/A,1
1968,"Best Country Performance, Duo Or Group - Vocal Or Instrumental",Foggy Mountain Breakdown,Flatt And Scruggs,N/A,1
1968,Best Country Song,Little Green Apples,N/A,"Bobby Russell, songwriter (Roger Miller AND ALSO O.C. Smith)",1
1968,Best Sacred Performance,Beautiful Isle Of Somewhere,Jake Hess,N/A,1
1968,Best Gospel Performance,The Happy Gospel Of The Happy Goodmans,The Happy Goodman Family,N/A,1
1968,Best Soul Gospel Performance,The Soul Of Me,Dottie Rambo,N/A,1
1968,Best Folk Performance,Both Sides Now,Judy Collins,N/A,1
1968,Best Instrumental Theme,Classical Gas,N/A,"Mason Williams, composer (Mason Williams)",1
1968,Best Original Score Written For A Motion Picture Or A Television Special,The Graduate,N/A,"Dave Grusin & Paul Simon, composers (Simon And Garfunkel)",1
1968,Best Score From An Original Cast Show Album,Hair,N/A,"Galt MacDermott, James Rado & Gerome Ragni, composers; Andy Wiswell, producer (Ronnie Dyson, Gerome Ragni, Steve Curry, Lamont Washington, Diane Keaton, Melba Moore, James Rado)",1
1968,Best Comedy Recording,"To Russell, My Brother, Whom I Slept With",Bill Cosby,N/A,1
1968,Best Spoken Word Recording,Lonesome Cities,Rod McKuen,N/A,1
1968,Best Instrumental Jazz Performance - Small Group Or Soloist With Small Group,Bill Evans At The Montreux Jazz Festival,Bill Evans Trio,N/A,1
1968,Best Instrumental Jazz Performance - Large Group Or Soloist With Large Group,And His Mother Called Him Bill,Duke Ellington,N/A,1
1968,Best Classical Performance - Orchestra,Boulez Conducts Debussy (La Mer; Prelude A L'Apres-Midi D'Un Faune; Jeux),N/A,(New Philharmonia Orchestra),1
1968,Best Chamber Music Performance,"Glory Of Gabrieli Vol. II - Canzonas For Brass, Winds, Strings And Organ",N/A,"E. Power Biggs, Vittorio Negri & Edward Tarr Brass Ensemble, artists",1
1968,Best Opera Recording,Mozart: Cosi Fan Tutte,N/A,"Erich Leinsdorf; Richard Mohr, producer (New Philharmonia Orchestra)",1
1968,Best Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),"Horowitz On Television (Chopin, Scriabin, Scarlatti, Horowitz)",N/A,N/A,1
1968,Best Choral Performance (Other Than Opera),The Glory Of Gabrieli,N/A,(Gregg Smith Singers & Texas Boys Choir),1
1968,Best Vocal Soloist Performance,Rossini: Rarities,N/A,(RCA Italiana Opera Orchestra),1
1968,Best Engineered Recording - Classical,Mahler: Symphony No. 9 In D,N/A,"Gordon Parry, engineer (Georg Solti, conductor; London Symphony Orchestra)",1
1967,Record Of The Year,"Up, Up And Away",5th Dimension,"Marc Gordon & Johnny Rivers, producers",1
1967,Album Of The Year,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,"George Martin, producer",1
1967,Song Of The Year,"Up, Up And Away",N/A,"Jimmy L. Webb, songwriter (5th Dimension)",1
1967,Best Instrumental Theme,Mission: Impossible,N/A,"Lalo Schifrin, composer (Lalo Schifrin)",1
1967,"Best Vocal Performance, Female",Ode To Billie Joe,Bobbie Gentry,N/A,1
1967,"Best Vocal Performance, Male",By The Time I Get To Phoenix,Glen Campbell,N/A,1
1967,Best Instrumental Performance,Chet Atkins Picks The Best,Chet Atkins,N/A,1
1967,Best Performance By A Vocal Group,"Up, Up And Away",5th Dimension,N/A,1
1967,Best Performance By A Chorus,"Up, Up And Away",Johnny Mann Singers,N/A,1
1967,Best Original Score Written For A Motion Picture Or A Television Show,Mission: Impossible,N/A,"Lalo Schifrin, composer (Lalo Schifrin)",1
1967,Best Score From An Original Cast Show Album,Cabaret,N/A,"Fred Ebb & John Kander, composers; Goddard Lieberson, producer (Joel Grey, Lotte Lenya, Jill Haworth, Jack Gilford , Bert Convy)",1
1967,Best Comedy Recording,Revenge,Bill Cosby,N/A,1
1967,Best New Artist,Bobbie Gentry,N/A,N/A,1
1967,"Best Instrumental Jazz Performance, Small Group Or Soloist With Small Group","Mercy, Mercy, Mercy",Cannonball Adderley Quintet,N/A,1
1967,"Best Instrumental Jazz Performance, Large Group Or Soloist With Large Group",Far East Suite,Duke Ellington,N/A,1
1967,Best Contemporary Single,"Up, Up And Away",5th Dimension,N/A,1
1967,Best Contemporary Album,Sgt. Pepper's Lonely Hearts Club Band,The Beatles,N/A,1
1967,Best Contemporary Female Solo Vocal Performance,Ode To Billie Joe,Bobbie Gentry,N/A,1
1967,Best Contemporary Male Solo Vocal Performance,By The Time I Get To Phoenix,Glen Campbell,N/A,1
1967,Best Contemporary Group Performance (Vocal Or Instrumental),"Up, Up And Away",5th Dimension,N/A,1
1967,Best Rhythm & Blues Recording,Respect,Aretha Franklin,N/A,1
1967,"Best Rhythm & Blues Solo Vocal Performance, Female",Respect,Aretha Franklin,N/A,1
1967,"Best Rhythm & Blues Solo Vocal Performance, Male",Dead End Street,Lou Rawls,N/A,1
1967,"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",Soul Man,Sam And Dave,N/A,1
1967,Best Sacred Performance,How Great Thou Art,Elvis Presley,N/A,1
1967,Best Gospel Performance,More Grand Old Gospel,Porter Wagoner And The Blackwood Brothers Quartet,N/A,1
1967,Best Folk Performance,Gentle On My Mind,John Hartford,N/A,1
1967,Best Country & Western Recording,Gentle On My Mind,Glen Campbell,N/A,1
1967,"Best Country & Western Solo Vocal Performance, Female",I Don't Wanna Play House,Tammy Wynette,N/A,1
1967,"Best Country & Western Solo Vocal Performance, Male",Gentle On My Mind,Glen Campbell,N/A,1
1967,"Best Country & Western Performance Duet, Trio Or Group (Vocal Or Instrumental)",Jackson,Johnny Cash & June Carter,N/A,1
1967,Best Country & Western Song,Gentle On My Mind,N/A,"John Hartford, songwriter (John Hartford)",1
1967,"Best Spoken Word, Documentary Or Drama Recording",Gallant Men,Everett M. Dirksen,N/A,1
1967,Best Recording For Children,Dr. Seuss: How The Grinch Stole Christmas,Boris Karloff,N/A,1
1967,Best Instrumental Arrangement,Alfie,N/A,"Burt Bacharach, arranger (Burt Bacharach)",1
1967,Best Arrangement Accompanying Vocalist(S) Or Instrumentalist(S),Ode To Billie Joe,N/A,"Jimmie Haskell, arranger (Bobbie Gentry)",1
1967,Best Engineered Recording - Non-Classical,Sgt. Pepper's Lonely Hearts Club Band,N/A,"Geoff E. Emerick, engineer (The Beatles)",1
1967,"Best Engineered Recording, Classical",The Glorious Sound Of Brass,N/A,"Edward (Bud) T. Graham, engineer (Philadelphia Brass Ensemble)",1
1967,"Best Album Cover, Photography",Bob Dylan's Greatest Hits,N/A,"Roland Scherman, photographer; John Berg & Bob (Robert) Cato, art directors (Bob Dylan)",1
1967,"Best Album Cover, Graphic Arts",Sgt. Pepper's Lonely Hearts Club Band,N/A,"Peter Blake & Jann Haworth, art directors (The Beatles)",1
1967,Best Album Notes,Suburban Attitudes In Country Verse,N/A,"John D. Loudermilk, album notes writer (John D. Loudermilk)",1
1967,"Album Of The Year, Classical",Berg: Wozzeck,N/A,"Pierre Boulez, artist; Thomas Z. Shepard, producer",1
1967,"Album Of The Year, Classical",Mahler: Symphony No. 8 (Symphony Of A Thousand),N/A,"Leonard Bernstein, artist; John McClure, producer",1
1967,Best Classical Performance - Orchestra,Stravinsky: Firebird And Petrouchka Suites,N/A,(Columbia Symphony Orchestra),1
1967,Best Chamber Music Performance,West Meets East,N/A,"Yehudi Menuhin & Ravi Shankar, artists",1
1967,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),"Horowitz In Concert (Haydn, Schumann, Scriabin, Debussy, Mozart, Chopin)",N/A,N/A,1
1967,Best Opera Recording,Berg: Wozzeck,N/A,"Pierre Boulez; Thomas Z. Shepard, producer (Choeur Nationale De Paris; National Opera Orchestra Of Paris)",1
1967,Best Classical Choral Performance (Other Than Opera),Mahler: Symphony No. 8 In E Flat Major (Symphony Of A Thousand),N/A,(London Symphony Choir; London Symphony Orchestra),1
1967,Best Classical Choral Performance (Other Than Opera),Orff: Catulli Carmina,N/A,(Temple University Choir; Philadelphia Orchestra),1
1967,Best Classical Vocal Soloist Performance,"Prima Donna, Volume 2",N/A,(RCA Italiana Opera Orchestra),1
1966,Record Of The Year,Strangers In The Night,Frank Sinatra,"Jimmy Bowen, producer",1
1966,Album Of The Year,A Man And His Music,Frank Sinatra,"Sonny Burke, producer",1
1966,Song Of The Year,Michelle,N/A,"John Lennon & Paul McCartney, songwriters (The Beatles)",1
1966,Best Instrumental Theme,Batman Theme,N/A,"Neal Hefti, composer (Neal Hefti)",1
1966,"Best Vocal Performance, Female",If He Walked Into My Life,Eydie Gorme,N/A,1
1966,"Best Vocal Performance, Male",Strangers In The Night,Frank Sinatra,N/A,1
1966,Best Instrumental Performance (Other Than Jazz),What Now My Love,Herb Alpert And The Tijuana Brass,N/A,1
1966,Best Performance By A Vocal Group,A Man And A Woman,Anita Kerr Singers,N/A,1
1966,Best Performance By A Chorus,Somewhere My Love (Lara's Theme From Dr. Zhivago),Ray Conniff Singers,N/A,1
1966,Best Original Score Written For A Motion Picture Or Television Show,Dr. Zhivago,N/A,"Maurice Jarre, composer (Maurice Jarre)",1
1966,Best Score From An Original Cast Show Album,Mame,N/A,"Jerry Herman, composer (Angela Lansbury, Bea Arthur, Jane Connell, Charles Braswell, Jerry Lanning, Frankie Michaels)",1
1966,Best Comedy Performance,Wonderfulness,Bill Cosby,N/A,1
1966,"Best Spoken Word, Documentary Or Drama Recording",Edward R. Murrow - A Reporter Remembers Vol. I The War Years,Edward R. Murrow,N/A,1
1966,Best Recording For Children,"Dr. Seuss Presents - ""If I Ran The Zoo"" And ""Sleep Book""",Marvin Miller,N/A,1
1966,Best Album Notes,Sinatra At The Sands,N/A,"Stan Cornyn, album notes writer (Frank Sinatra)",1
1966,Best Instrumental Jazz Performance - Group Or Soloist With Group,Goin' Out Of My Head,Wes Montgomery,N/A,1
1966,Best Original Jazz Composition,In The Beginning God,N/A,"Duke Ellington, composer (Duke Ellington)",1
1966,Best Contemporary (R&R) Recording,Winchester Cathedral,New Vaudeville Band,N/A,1
1966,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,Eleanor Rigby,Paul McCartney,N/A,1
1966,"Best Contemporary (R&R) Group Performance, Vocal Or Instrumental","Monday, Monday",Mamas And The Papas,N/A,1
1966,Best Rhythm & Blues Recording,Crying Time,Ray Charles,N/A,1
1966,"Best Rhythm & Blues Solo Vocal Performance, Male Or Female",Crying Time,Ray Charles,N/A,1
1966,"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",Hold It Right There,Ramsey Lewis,N/A,1
1966,Best Folk Recording,Blues In The Street,Cortelia Clark,N/A,1
1966,Best Sacred Recording (Musical),Grand Old Gospel,Porter Wagoner And The Blackwood Brothers,N/A,1
1966,Best Country & Western Recording,Almost Persuaded,David Houston,N/A,1
1966,Best Country & Western Vocal Performance - Female,Don't Touch Me,Jeannie Seely,N/A,1
1966,"Best Country & Western Vocal Performance, Male",Almost Persuaded,David Houston,N/A,1
1966,Best Country & Western Song,Almost Persuaded,N/A,"Billy Sherrill & Glenn Sutton, songwriters (David Houston)",1
1966,Best Instrumental Arrangement,What Now My Love,N/A,"Herb Alpert, arranger (Herb Alpert And The Tijuana Brass)",1
1966,Best Arrangement Accompanying A Vocalist Or Instrumentalist,Strangers In The Night,N/A,"Ernie Freeman, arranger (Frank Sinatra)",1
1966,Best Engineered Recording - Non-Classical,Strangers In The Night,N/A,"Eddie Brackett & Lee Herschberg, engineers (Frank Sinatra)",1
1966,Best Engineered Recording - Classical,Wagner: Lohengrin,N/A,"Anthony Salvatore, engineer (Erich Leinsdorf, conductor)",1
1966,"Best Album Cover, Photography",Confessions Of A Broken Man,N/A,"Les Leverette, photographer; Robert M. Jones, art director (Porter Wagoner)",1
1966,"Best Album Cover, Graphic Arts",Revolver,N/A,"Klaus Voormann, graphic designer",1
1966,Album Of The Year - Classical,Ives: Symphony No. 1 In D Minor,N/A,"Morton Gould, artist; Howard Scott, producer",1
1966,Best Classical Performance - Orchestra,Mahler: Symphony No. 6 In A Minor,N/A,(Boston Symphony Orchestra),1
1966,Best Chamber Music Performance - Instrumental Or Vocal,"Boston Symphony Chamber Players - Works Of Mozart, Brahms, Beethoven, Fine, Copland, Carter, Piston",N/A,"Boston Symphony Chamber Players, artist",1
1966,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),"Baroque Guitar (Works Of Bach, Sanz, Weiss, Etc.)",N/A,N/A,1
1966,Best Opera Recording,Wagner: Die Walkure,N/A,Georg Solti (Vienna Philharmonic Orchestra),1
1966,Best Classical Choral Performance (Other Than Opera),Handel: Messiah,N/A,(Robert Shaw Chorale; Robert Shaw Orchestra),1
1966,Best Classical Choral Performance (Other Than Opera),Ives: Music For Chorus,N/A,"(Ithaca College Concert Choir, Gregg Smith Singers & Texas Boys Choir; Columbia Chamber Orchestra)",1
1966,Best Classical Vocal Soloist Performance (With Or Without Orchestra),"Prima Donna (Works Of Barber, Purcell, Etc.)",N/A,(RCA Italiana Opera Orchestra),1
1965,Record Of The Year,A Taste Of Honey,Herb Alpert And The Tijuana Brass,"Herb Alpert & Jerry Moss, producers",1
1965,Album Of The Year,September Of My Years,Frank Sinatra,"Sonny Burke, producer",1
1965,Album Of The Year -- Classical,Horowitz At Carnegie Hall - An Historic Return,N/A,"Vladimir Horowitz, artist; Thomas Frost, producer",1
1965,Song Of The Year,"The Shadow Of Your Smile (Love Theme From ""The Sandpiper"")",N/A,"Johnny Mandel & Paul Francis Webster, songwriters (Tony Bennett)",1
1965,"Best Vocal Performance, Female",My Name Is Barbra,Barbra Streisand,N/A,1
1965,"Best Vocal Performance, Male",It Was A Very Good Year,Frank Sinatra,N/A,1
1965,"Best Instrumental Performance, Non-Jazz",A Taste Of Honey,Herb Alpert And The Tijuana Brass,N/A,1
1965,Best Performance By A Vocal Group,We Dig Mancini,Anita Kerr Singers,N/A,1
1965,Best Performance By A Chorus,Anyone For Mozart?,Ward Swingle (The Swingle Singers),N/A,1
1965,Best Original Score Written For A Motion Picture Or Television Show,The Sandpiper,N/A,"Johnny Mandel, composer (Robert Armbruster Orchestra)",1
1965,Best Score From An Original Cast Show Album,On A Clear Day,N/A,"Burton Lane & Alan J. Lerner, composers (Barbara Harris, John Cullum, Tito Vandis, Byron Webster, William Daniels)",1
1965,Best Comedy Performance,Why Is There Air?,Bill Cosby,N/A,1
1965,Best Spoken Word Or Drama Recording,John F. Kennedy - As We Remember Him,(John F. Kennedy),N/A,1
1965,Best New Artist,Tom Jones,N/A,N/A,1
1965,Best Recording For Children,"Dr. Seuss Presents ""Fox In Sox"" And ""Green Eggs And Ham""",Marvin Miller,N/A,1
1965,Best Album Notes,September Of My Years,N/A,"Stan Cornyn, album notes writer (Frank Sinatra)",1
1965,Best Instrumental Jazz Performance - Small Group Or Soloist With Small Group,"The ""In"" Crowd",Ramsey Lewis Trio,N/A,1
1965,Best Instrumental Jazz Performance - Large Group Or Soloist With Large Group,Ellington '66,Duke Ellington,N/A,1
1965,Best Original Jazz Composition,Jazz Suite On The Mass Texts,N/A,"Lalo Schifrin, composer (Paul Horn)",1
1965,Best Instrumental Arrangement,A Taste Of Honey,N/A,"Herb Alpert, arranger (Herb Alpert And The Tijuana Brass)",1
1965,Best Arrangement Accompanying A Vocalist Or Instrumentalist,It Was A Very Good Year,N/A,"Gordon Jenkins, arranger (Frank Sinatra)",1
1965,Best Contemporary (R&R) Single,King Of The Road,Roger Miller,N/A,1
1965,Best Contemporary (R&R) Vocal Performance - Female,I Know A Place,Petula Clark,N/A,1
1965,Best Contemporary (R&R) Vocal Performance - Male,King Of The Road,Roger Miller,N/A,1
1965,Best Contemporary (R&R) Performance - Group (Vocal Or Instrumental),Flowers On The Wall,The Statler Brothers,N/A,1
1965,Best Rhythm & Blues Recording,Papa's Got A Brand New Bag,James Brown,N/A,1
1965,Best Folk Recording,An Evening With Belafonte/Makeba,Harry Belafonte & Miriam Makeba,N/A,1
1965,Best Gospel Or Other Religious Recording (Musical),Southland Favorites,George Beverly Shea And The Anita Kerr Singers,N/A,1
1965,Best Country & Western Single,King Of The Road,Roger Miller,N/A,1
1965,Best Country & Western Album,The Return Of Roger Miller,Roger Miller,N/A,1
1965,Best Country & Western Vocal Performance - Female,Queen Of The House,Jody Miller,N/A,1
1965,Best Country & Western Vocal Performance - Male,King Of The Road,Roger Miller,N/A,1
1965,Best Country & Western Song,King Of The Road,N/A,"Roger Miller, songwriter (Roger Miller)",1
1965,Best New Country & Western Artist,N/A,N/A,N/A,1
1965,Best Engineered Recording - Non-Classical,A Taste Of Honey,N/A,"Larry Levine, engineer (Herb Alpert And The Tijuana Brass)",1
1965,"Best Engineered Recording, Classical",Horowitz At Carnegie Hall - An Historic Return,N/A,"Fred Plaut, engineer (Vladimir Horowitz, piano)",1
1965,Best Album Cover - Photography,Jazz Suite On The Mass Texts,N/A,"Ken Whitmore, photographer; Robert M. Jones, art director (Paul Horn)",1
1965,Best Album Cover - Graphic Arts,Bartók: Concerto No. 2 For Violin/Stravinsky: Concerto For Violin,N/A,"George Estes, art director (Erich Leinsdorf, conductor; Joseph Silverstein, violin)",1
1965,Best Classical Performance - Orchestra,Ives: Symphony No. 4,N/A,(American Symphony Orchestra),1
1965,Best Classical Chamber Music Performance - Instrumental Or Vocal,Bartók: The Six String Quartets - Nos. 1-6,N/A,"Juilliard String Quartet (Claus Adam, Isidore Cohen, Raphael Hillyer & Robert Mann), artists",1
1965,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Beethoven: Piano Concerto No. 4 In G,N/A,"Artur Rubinstein, artist (Boston Symphony Orchestra)",1
1965,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Horowitz At Carnegie Hall - An Historic Return,N/A,"Vladimir Horowitz, artist",1
1965,Best Opera Recording,Berg: Wozzeck,N/A,Karl Bohm (German Opera Chorus; German Opera Orchestra),1
1965,Best Classical Choral Performance (Other Than Opera),Stravinsky: Symphony Of Psalms/Poulenc: Gloria,N/A,(Robert Shaw Chorale; RCA Victor Symphony Orchestra),1
1965,Best Classical Vocal Soloist Performance,"Strauss: Salome (Dance Of The Seven Veils, Interlude, Final Scene)/The Egyptian Helen (Awakening Scene)",N/A,(Boston Symphony Orchestra),1
1965,Best Composition By A Contemporary Classical Composer,Ives: Symphony No. 4,N/A,"Charles Ives, composer",1
1965,Most Promising New Classical Recording Artist,Bach: Goldberg Variations,N/A,N/A,1
1964,Record Of The Year,The Girl From Ipanema,Stan Getz & Astrud Gilberto,N/A,1
1964,Album Of The Year,Getz/Gilberto,Stan Getz & João Gilberto,N/A,1
1964,Album Of The Year -- Classical,"Bernstein: Symphony No. 3 ""Kaddish""",N/A,"Leonard Bernstein, artist",1
1964,Song Of The Year,"Hello, Dolly!",N/A,"Jerry Herman, songwriter (Louis Armstrong)",1
1964,Best Instrumental Composition (Other Than Jazz),The Pink Panther Theme,N/A,"Henry Mancini, composer (Henry Mancini)",1
1964,"Best Vocal Performance, Female",People,Barbra Streisand,N/A,1
1964,"Best Vocal Performance, Male","Hello, Dolly!",Louis Armstrong,N/A,1
1964,Best Instrumental Jazz Performance - Small Group Or Soloist With Small Group,Getz/Gilberto,Stan Getz,N/A,1
1964,Best Instrumental Jazz Performance - Large Group Or Soloist With Large Group,Guitar From Ipanema,Laurindo Almeida,N/A,1
1964,Best Original Jazz Composition,The Cat,N/A,"Lalo Schifrin, composer (Lalo Schifrin)",1
1964,Best Instrumental Performance - Non-Jazz,The Pink Panther,Henry Mancini,N/A,1
1964,Best Instrumental Arrangement,The Pink Panther,N/A,"Henry Mancini, arranger (Henry Mancini)",1
1964,Best Accompaniment Arrangement For Vocalist(S) Or Instrumentalist(S),People,N/A,"Peter Matz, arranger (Barbra Streisand)",1
1964,Best Performance By A Vocal Group,A Hard Day's Night,The Beatles,N/A,1
1964,Best Performance By A Chorus,The Swingle Singers Going Baroque,Ward Swingle (The Swingle Singers),N/A,1
1964,Best Original Score Written For A Motion Picture Or Television Show,Mary Poppins,N/A,"Richard M. Sherman & Robert B. Sherman, composers (Julie Andrews & Dick Van Dyke)",1
1964,Best Score From An Original Cast Show Album,Funny Girl,N/A,"Bob Merrill & Jule Styne, composers (Barbra Streisand, Sydney Chaplin, Danny Meehan, Kay Medford, Jean Stapleton, John Lankston)",1
1964,Best Comedy Performance,I Started Out As A Child,Bill Cosby,N/A,1
1964,"Best Documentary, Spoken Word Or Drama Recording (Other Than Comedy)",BBC Tribute To John F. Kennedy,That Was The Week That Was (Cast),N/A,1
1964,Best Engineered Recording - Non-Classical,Getz/Gilberto,N/A,"Phil Ramone, engineer (Stan Getz & Joao Gilberto)",1
1964,Best Engineered Recording - Special Or Novel Effects,The Chipmunks Sing The Beatles,N/A,"Dave Hassinger, engineer (The Chipmunks)",1
1964,Best Album Cover- Other Than Classical,People,N/A,"Don Bronstein, photographer; Bob (Robert) Cato, art director (Barbra Streisand)",1
1964,Best Album Cover - Classical,Saint-Saens: Carnival Of The Animals/Britten: Young Persons Guide To The Orchestra,N/A,"Robert M. Jones, art director (Arthur Fiedler, conductor)",1
1964,Best Recording For Children,Mary Poppins,"Julie Andrews, Dick Van Dyke",N/A,1
1964,Best Rock & Roll Recording,Downtown,Petula Clark,N/A,1
1964,Best Rhythm & Blues Recording,How Glad I Am,Nancy Wilson,N/A,1
1964,Best Folk Recording,We'll Sing In The Sunshine,Gale Garnett,N/A,1
1964,Best Gospel Or Other Religious Recording (Musical),Great Gospel Songs,Tennessee Ernie Ford,N/A,1
1964,Best New Artist Of 1964,The Beatles,N/A,N/A,1
1964,Best Country & Western Single,Dang Me,Roger Miller,N/A,1
1964,Best Country & Western Album,Dang Me/Chug-A-Lug,Roger Miller,N/A,1
1964,Best Country & Western Vocal Performance - Female,Here Comes My Baby,Dottie West,N/A,1
1964,Best Country & Western Vocal Performance - Male,Dang Me,Roger Miller,N/A,1
1964,Best Country & Western Song,Dang Me,N/A,"Roger Miller, songwriter (Roger Miller)",1
1964,Best New Country & Western Artist Of 1964,N/A,N/A,N/A,1
